_id,Hệ điều hành,Bộ vi xử lý,Hãng sản xuất,image_url,product_name,Cân nặng,VGA,price,product_url,device,"Bảo mật, công nghệ",Giao tiếp mạng,Card Reader,Kích thước (rộng x dài x cao),Bộ nhớ trong,Ổ cứng,Màn hình,Ổ quang,Dung lượng tối đa,Giao tiếp không dây,Cổng giao tiếp,Chủng loại,Số khe cắm,Mầu sắc,Part Number,Chipset,Phụ kiện đi kèm,ram
62a5d8395e7f53608f8c8a0d,win11,i9 12900h,acer,https://hanoicomputercdn.com/media/product/65826_laptop_acer_gaming_predator_triton_500se_10.png,laptop acer gaming predator triton  500 se pt516-52s-91xh (nh.qfrsv.001) (i9 12900h/32gb ram/2tb ssd/rtx 3080ti 16g/16 inch wqxga 240hz/win11/nhôm/xám),2.4kg,rtx 3080ti 16g,,https://hacom.vn/laptop-acer-gaming-predator-triton-500-se-pt516-52s-91xh-nhqfrsv001-win11-nhom-xam,laptop,bàn phím backlit rgb 3 zone; công nghệ quạt aeroblade™ 3d thế hệ 5 3 quạt tản nhiệt,gigabit,sd,358.5 (w) x 262.4 (d) x 18.9/19.9 (h) mm,2tb ssd,2tb (1tb + 1tb pcie nvme sed ssd ),16 inch wqxga 240hz,none,,"killer™ wi-fi 6e 1675s 802.11a/b/g/n/acr2; 2x2 mu-mimo, bluetooth® 5.2","2 x usb type-c™ports, supporting: • usb 3.2 gen 2 (up to 10 gbps) • displayport over usb-c • thunderbolt 4 • usb charging 5 v; 3 a • dc-in port 20 v; 65 w 1 x usb 3.2 gen 2 port featuring power-off usb charging 1 x usb 3.2 gen 2 port 1 x hdmi®2.1 port with hdcp support 1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone 1 x ethernet (rj-45) port 1 x dc-in jack for ac adapter",predator triton 500 se pt516-52s-91xh,no,nhôm,nh.qfrsv.001,intel,cáp + sạc,32gb ram
62a5d8395e7f53608f8c8a0e,win11,i7 12700h,acer,https://hanoicomputercdn.com/media/product/65825_laptop_acer_gaming_predator_triton_500se_10.png,laptop acer gaming predator triton  500 se pt516-52s-75e3 (nh.qfqsv.001) (i7 12700h/16gb ram/1tb ssd/rtx 3070ti 8g/16 inch wqxga 240hz/win11/nhôm/xám),2.4kg,rtx 3070ti 8g,69349000,https://hacom.vn/laptop-acer-gaming-predator-triton-500-se-pt516-52s-75e3-nhqfqs-win11-nhom-xam,laptop,bàn phím backlit rgb 3 zone; công nghệ quạt aeroblade™ 3d thế hệ 5 3 quạt tản nhiệt,gigabit,sd,358.5 (w) x 262.4 (d) x 18.9/19.9 (h) mm,1tb ssd,1tb pcie nvme sed ssd (2 khe cắm ssd; nâng cấp tối đa 2tb nvme),16 inch wqxga 240hz,none,,"killer™ wi-fi 6e 1675s 802.11a/b/g/n/acr2; 2x2 mu-mimo, bluetooth® 5.2","2 x usb type-c™ports, supporting: • usb 3.2 gen 2 (up to 10 gbps) • displayport over usb-c • thunderbolt 4 • usb charging 5 v; 3 a • dc-in port 20 v; 65 w 1 x usb 3.2 gen 2 port featuring power-off usb charging 1 x usb 3.2 gen 2 port 1 x hdmi®2.1 port with hdcp support 1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone 1 x ethernet (rj-45) port 1 x dc-in jack for ac adapter",predator triton 500 se pt516-52s-75e3,no,nhôm,nh.qdrsv.003,intel,cáp + sạc,16gb ram
62a5d8395e7f53608f8c8a0f,win10+office,i7 11800h,dell,https://hanoicomputercdn.com/media/product/61568_laptop_dell_alienware_gaming_19.jpg,laptop dell allienware gaming m15 r6 (70262923) (i7 11800h/32gbram/1tb ssd/rtx3070 8g/15.6 inch qhd 240hz/win10+office/đen) (2021),2.69kg,rtx3070 8g,58349000,https://hacom.vn/laptop-dell-allienware-gaming-m15-r6-70262923-den-2021,laptop,alienware cherrymx ultra low-profile mechanical keyboard w/ per key rgb,gigabit,,,1tb ssd,1tb ssd m.2 pcie nvme,15.6 inch qhd 240hz,no,,killer™ wi-fi 6 ax1650 802.11ax 2x2 wireless lan and bluetooth 5.2,"3 type-a usb 3.2 gen 1 ports (one with powershare)1 type-c port (includes thunderbolt™ 4i, usb 3.2 gen 2, display port 1.4, 1 hdmi 2.1 output port, 1 power/dc-in port",allienware gaming m15 r6 (2021),2,đen,70262923,,ac adapter,32gbram
62a5d83a5e7f53608f8c8a10,win10+office,i7 11800h,dell,https://hanoicomputercdn.com/media/product/60931_71psujiqkds__ac_sl1500_.jpg,laptop dell alienware gaming m15 r6 (p109f001abl) (i7 11800h/32gb ram/1tb ssd/rtx3060 6g/15.6 inch qhd 240hz/win10+office/xám đậm) (2021),2.69kg,rtx3060 6g,59349000,https://hacom.vn/laptop-dell-alienware-gaming-m15-r6-p109f001abl-xam-dam-2021,laptop,alienware cherrymx ultra low-profile mechanical keyboard w/ per key rgb,gigabit,,,1tb ssd,1tb ssd m.2 pcie nvme,15.6 inch qhd 240hz,no,,killer™ wi-fi 6 ax1650 802.11ax 2x2 wireless lan and bluetooth 5.2,"3 type-a usb 3.2 gen 1 ports (one with powershare)1 type-c port (includes thunderbolt™ 4i, usb 3.2 gen 2, display port 1.4, 1 hdmi 2.1 output port, 1 power/dc-in port",alienware gaming m15 r6 (2021),2,xám đậm,p109f001abl,,ac adapter,32gb ram
62a5d83a5e7f53608f8c8a11,windows11 home sea,intel alder lake core i9-12900h – thế hệ 12 mới nhất,msi,https://hanoicomputercdn.com/media/product/64443_laptop_msi_gaming_gs77_5.png,laptop msi gaming gs77 stealth (12uh-075vn) (i9 12900h 32gb ram/2tb ssd/rtx3080 maxq 8g/17.3 inch qhd 240hz/win 11) (2022),2.8kg,"nvidia® geforce rtx™3080 max-q, gddr6 8gb",,https://hacom.vn/laptop-msi-gaming-gs77-stealth-12uh-075vn-win-11-2022,laptop,,,sd express,397.6 x 283.5 x 20.1~20.8 mm,32gb ddr5 4800mhz (16gb * 2),2tb nvme pcie gen4x4 ssdkhả năng lưu trữ: (2x m.2 ssd slot (nvme pcie gen4),"17.3 inch qhd (2560*1440), 240hz dci-p3 100% typical",no,64gb,intel® killer™ wi-fi 6e ax1675 + bluetooth v5.2,"1x type-c (usb3.2 gen2 / dp), 1x type-c (usb / dp / thunderbolt™ 4) hỗ trợ sạc pd, 2x type-a usb3.2 gen21x rj45, 1x (8k @ 60hz / 4k @ 120hz) hdmi",gs66 stealth,2,đen (core black),12uh-075vn,intel®,ac 240w,
62a5d83a5e7f53608f8c8a12,win 10,i5 11400h,gigabyte,https://hanoicomputercdn.com/media/product/59688_laptop_gigabyte_gaming_g5_md_5_51s1223sh_den_202_5.png,laptop gigabyte gaming g5 (md-5 51s1123sh) (i5 11400h /16gb ram/512gb ssd/rtx3050ti 4g/15.6 inch fhd 144hz/win 10/đen) (2021),2.2 kg,rtx3050ti 4g,22599000,https://hacom.vn/laptop-gigabyte-gaming-g5-md-5-51s1123sh-den-2021,laptop,"all-zone of single colored backlit keyboard with 15 colors led setting; firmware-based tpm, supports intel® platform trust technology (intel® ptt)",,,361(w) x 258(d) x 24.9(h) mm,512gb ssd,"512gb ssd pcie nvme ssd gen 4(1x 2.5” hdd/ ssd slot (only supports 7mm or thinner)2x m.2 ssd slots (type 2280, supports 1x nvme pcie & sata/ 1x nvme pcie)",15.6 inch fhd 144hz,none,64gb,"intel® ax200 wireless (802.11ax), bluetooth® v5.2","1x usb2.0 type-a, 1x usb3.2 gen1 type-a, 1x usb3.2 gen2 type-a, 1x usb 3.2 gen 2 type-c, 1x hdmi 2.0 (with hdcp), 1x mini dp 1.4, 1x audio combo jack, 1x microphone jack, 1x dc-in jack, 1x rj-45",g5,2,đen,md-5 51s1123sh,intel hm570,cable + sạc,16gb ram
62a5d83a5e7f53608f8c8a13,win11,i5 11400h,asus,https://hanoicomputercdn.com/media/product/63527_laptop_asus_gaming_tuf_fx706hcb_9.jpg,laptop asus gaming tuf fx706hcb-hx105w (i5 11400h/8gb ram/512gb ssd/17.3 fhd 144hz/rtx 3050 4gb/win11/đen),2.60 kg,17.3 fhd 144hz,23299000,https://hacom.vn/laptop-asus-gaming-tuf-fx706hcb-hx105w-win11-den,laptop,,10/100/1000 mbps,,,512gb ssd,512gb m.2 nvme™ pcie® 3.0 ssd,rtx 3050 4gb,,32gb,wi-fi 6(802.11ax)+bluetooth 5.2 (dual band) 2*2(*bt version may change with os upgrades.),1x rj45 lan port3x usb 3.2 gen 1 type-a//1x usb 3.2 gen 2 type-c support displayport™//1x 3.5mm combo audio jack,,2,đen,,mobile intel® hm570 express chipsets,,8gb ram
62a5d83a5e7f53608f8c8a14,win 10 pro 64bit,"intel® coretm i5-1135g7 (2.40 ghz base frequency, up to 4.20 ghz with intel® turbo boost technology, 8 mb cache, 4 cores)",hp,https://hanoicomputercdn.com/media/product/60708_laptop_hp_zbook_firefly_14_g8_1a2f1av_bac_7.jpg,laptop hp zbook firefly 14 g8 (1a2f1av) (i5 1135g7/16gb ram/512gb ssd/14 fhd/win10 pro/bạc),1.35 kg,nvidia® t500 4gb,34799000,https://hacom.vn/laptop-hp-zbook-firefly-14-g8-1a2f1av-bac,laptop,fingerprint / đạt chuẩn quân đội mỹ,,no,32.3 x 21.46 x 1.79 cm,16gb ddr4- 3200,ssd 512gb pcie nvme,"14"" diagonal, fhd (1920 x 1080), ips, anti-glare, 250 nits, 45% ntsc",no,,intel wi-fi 6 ax201 ax 2x2 mu-mimo nvp 160mhz +bluetooth 5 ww with 2 antennas,"hdmi 2.0 (hdmi cable not included), nano sim card slot (optional), usb 3.1 gen 1 type a, speakers",hp zbook firefly 14 g8,không nâng cấp,bạc,1a2f1av,intel,ac adapter,
62a5d83b5e7f53608f8c8a15,win 11,i7 12700h,gigabyte,https://hanoicomputercdn.com/media/product/63933_laptop_gigabyte_gaming_aorus_15_10.png,laptop gigabyte gaming aorus 15 (xe4-73vnb14gh) (i7 12700h /16gbram/1tb ssd/rtx3070ti 8g/15.6 inch qhd 165hz/win 11/đen) (2022),2.4 kg,rtx3070ti 8g,57349000,https://hacom.vn/laptop-gigabyte-gaming-aorus-15-xe4-73vnb14gh-den-2022,laptop,island-style rgb fusion keyboard with per-key backlit control,gigabit,,360(w) x 244(d) x 270(h) mm,1tb ssd,"1tb ssd pcie nvme ssd gen 4 (2x m.2 ssd slots (type 2280, supports 2x nvme pcie gen4)",15.6 inch qhd 165hz,none,64gb,"intel® wi-fi 6e ax210 (802.11ax), bluetooth® v5.2","left side：1 x hdmi 2.1, 1 x usb 3.2 gen1 (type-c with dp), 1 x audio combo jack, 1 x usb 3.2 gen1 (type-a)right side：1 x dc input, 1 x thunderbolt™ 4 (type-c), 1 x rj45",aorus 15,2,đen,xe4-73vnb14gh,intel,cable + sạc 240w,16gbram
62a5d83b5e7f53608f8c8a16,win 11,i7 12700h,gigabyte,https://hanoicomputercdn.com/media/product/63932_laptop_gigabyte_gaming_aero_16_5.jpg,laptop gigabyte gaming aero 16 (xe5-73vn938ah) (i7 12700h /16gbram/2tb ssd/rtx3070ti 8g/16.0 inch uhd+ amoled/win 11/bạc) (2022),2.3 kg,rtx3070ti 8g,82349000,https://hacom.vn/laptop-gigabyte-gaming-aero-16-xe5-73vn938ah-bac-2022,laptop,"backlit keyboard (single color, white); finger print",gigabit,,356(w) x 248.5(d) x 224(h) mm,2tb ssd,"2tb ssd pcie nvme ssd gen 4 (2 * 1tb)(2x m.2 ssd slots (type 2280, supports 2x nvme pcie gen4)",16.0 inch uhd+ amoled,none,64gb,"intel® wi-fi 6e ax210 (802.11ax), bluetooth® v5.2","2x thunderbolt™ 4 support dp / one port support pd in 100w, 1x usb 3.2 gen2 (type-c) support dp, 1x 3.5mm audio combo, 1x dc-in jack",aero 16,2,bạc,xe5-73vn938ah,intel,cable + sạc 230w,16gbram
62a5d83b5e7f53608f8c8a17,win 10 home,"intel core i7-1165g7 (2.8ghz upto 4.7ghz, 12mb cache)",lg,https://hanoicomputercdn.com/media/product/58921_17z90p_g_ah78a5.jpg,laptop lg gram 17z90p-g.ah78a5 (i7 1165g7/16gb/1tb ssd/17.0/win10/đen),1350g,intel iris xe,49349000,https://hacom.vn/laptop-lg-gram-17z90n-g-ah78a5-den-2021,laptop,,,,,16gb lpddr4x 4266mhz,1tb ssd nvme (thêm 01 khe cắm ssd m2),17 inch (43.2cm) wqxga (2560 x 1600) ips 16:10,none,,intel wi-fi 6 ax201d2w; bluetooth 5.0,"hp-out(4pole headset, us type), usb 3.2 gen2x1 (x2), hdmi, usb 4 gen3x2 type c (x2, with power delivery, display port, thunderbolt 4)",lg gram 17z90p (model 2021),,đen - vỏ hợp kim nano carbon magnesium siêu bền (theo tiêu chuẩn quân đội mil - std 810g),g.ah78a5,,ac adapter,
62a5d83b5e7f53608f8c8a18,win 10 home,"intel core i7-1165g7 (2.8ghz upto 4.7ghz, 12mb cache)",lg,https://hanoicomputercdn.com/media/product/58920_17z90p_g_ah76a5.jpg,laptop lg gram 17z90p-g.ah76a5 (i7 1165g7/16gb/512gb ssd/17.0/win10/bạc),1350g,intel iris xe,45349000,https://hacom.vn/laptop-lg-gram-17z90n-g-ah76a5-bac-2021,laptop,,,,,16gb lpddr4x 4266mhz,512gb ssd nvme (thêm 01 khe cắm ssd m2),17 inch (43.2cm) wqxga (2560 x 1600) ips 16:10,none,,intel wi-fi 6 ax201d2w; bluetooth 5.0,"hp-out(4pole headset, us type), usb 3.2 gen2x1 (x2), hdmi, usb 4 gen3x2 type c (x2, with power delivery, display port, thunderbolt 4)",lg gram 17z90p (model 2021),,bạc - vỏ hợp kim nano carbon magnesium siêu bền (theo tiêu chuẩn quân đội mil - std 810g),g.ah76a5,,ac adapter,
62a5d83c5e7f53608f8c8a19,win 10 home,"intel core i7-1165g7 (2.8ghz upto 4.7ghz, 12mb cache)",lg,https://hanoicomputercdn.com/media/product/58918_16z90p_g_ah75a5.jpg,laptop lg gram 16z90p-g.ah75a5 (i7 1165g7/16gb ram/512gb ssd/16.0 inch wqxga/win10/đen) (2021),1190g,intel iris xe,42349000,https://hacom.vn/laptop-lg-gram-16z90p-g-ah75a5-den-2021,laptop,,,,,16gb lpddr4x 4266mhz,512gb ssd nvme (thêm 01 khe cắm ssd m2),16.0 inch (40.6cm) wqxga (2560 x 1600) ips 16:10,none,,intel wi-fi 6 ax201d2w; bluetooth 5.0,"hp-out(4pole headset, us type), usb 3.2 gen2x1 (x2), hdmi, usb 4 gen3x2 type c (x2, with power delivery, display port, thunderbolt 4)",lg gram 16zd90p (model 2021),,đen - vỏ hợp kim nano carbon magnesium siêu bền (theo tiêu chuẩn quân đội mil - std 810g),g.ah75a5,,ac adapter,
62a5d83c5e7f53608f8c8a1a,win11,i7 11800h,hp,https://hanoicomputercdn.com/media/product/66169_laptop_hp_gaming_victus_16_14.png,laptop hp gaming victus 16-d0289tx (5z9r0pa) (i7 11800h/16gb ram/512gb ssd/16.1 fhd 144hz/rtx 3060 6gb/win11/xanh),2.46 kg,16.1 fhd 144hz,,https://hacom.vn/laptop-hp-gaming-victus-16-d0289tx-5z9r0pa-win11-xanh,laptop,,,có,37x26x2.35cm,512gb ssd,512 gb pcie® nvme™ m.2 ssd,rtx 3060 6gb,không,,intel® wi-fi 6 ax 201 (2x2) and bluetooth® 5 combo (supporting gigabit file transfer speeds),"integrated 10/100/1000 gbe lan 1 superspeedusbtype-c®tốcđộtruyềndữliệu5 gbps(displayport™1.4,cổngsạc ở chếđộngủcủahp); 1 usbsuperspeedtype-a tốcđộtruyềndữliệu5 gbps(cổngsạc ở chếđộngủcủahp); 2 usbsuperspeedt",gaming victus 16-d0289tx,2,xanh,5z9r0pa,,,16gb ram
62a5d83c5e7f53608f8c8a1b,win 10,i711800h,acer,https://hanoicomputercdn.com/media/product/62709_laptop_acer_gaming_predator_helios_500_12.jpg,laptop acer gaming predator helios 500 ph517-52-797l (nh.qd3sv.001) (i711800h/64gb ram/2tb ssd/rtx3080 8g/17.3 inch fhd 360hz/win 10/đen),3.9kg,rtx3080 8g,84349000,https://hacom.vn/laptop-acer-gaming-predator-helios-500-ph517-52-797l-nhqd3sv001-win-10-den,laptop,"đèn bàn phím rgb 4 zone; quạt aero blade 3d thế hệ thứ 5; firmware trusted platform module (tpm) solution bios user, supervisor, hdd passwords, kensington lock slot",gigabit,none,400 (w) x 319.2 (d) x 35.3 (h) mm,2tb ssd,1024gb+1024gb pcie nvme sed ssd raid,17.3 inch fhd 360hz,none,32gb,killer wifi 6 ax 802.11 ax +bluetooth 5.1,"2 x usb type-c ports - usb type-ctm port: usb 3.2 gen 2 (up to 10 gbps) • usb 3.2 gen 2 (up to 10 gbps) • displayport over usb-c • thunderbolt 4 • usb charging 5 v; 3 a 3 x usb 3.2 gen 2 ports featuring power-off usb charging, 1 x hdmi®2.1 port with hdcp support, 1 x mini displayport 1.4, 1 x ethernet (rj-45) port, 1 x microphone-in jack, 1 x headphone/speaker jack, 1 x dc-in jack for ac adapter 2 x dc-in jacks for ac adapter",predator helios 500 ph517-52-797l,2,đen,nh.qd3sv.001,intel,cable + sạc,64gb ram
62a5d83c5e7f53608f8c8a1c,dos,"intel core i5-1135g7 (2.4ghz upto 4.2ghz, 8mb cache)",lg,https://hanoicomputercdn.com/media/product/58914_14zd90p_g_ax56a5.jpg,laptop lg gram 14zd90p-g.ax56a5 (i5 1135g7/16gb ram/512gb ssd/14.0 inch wuxga/bạc) (2021),999g,intel iris xe,26299000,https://hacom.vn/laptop-lg-gram-14zd90p-g-ax56a5-bac-2021,laptop,,,,,16gb lpddr4x 4266mhz,512gb ssd nvme (thêm 01 khe cắm ssd m2),14.0 inch (30.2cm) wuxga (1920*1200) ips lcd,none,,intel wi-fi 6 ax201d2w; bluetooth 5.0,"hp-out(4pole headset, us type), usb 3.2 gen2x1 (x2), hdmi, usb 4 gen3x2 type c (x2, with power delivery, display port, thunderbolt 4)",lg gram 14zd90p (model 2021),,bạc - vỏ hợp kim nano carbon magnesium siêu bền (theo tiêu chuẩn quân đội mil - std 810g),g.ax56a5,,ac adapter,
62a5d83c5e7f53608f8c8a1d,no os,"amd ryzen 7 5700u (8c / 16t, 1.8 / 4.3ghz, 4mb l2 / 8mb l3)",lenovo,https://hanoicomputercdn.com/media/product/66309_laptop_lenovo_thinkpad_e14_gen_2_12png.png,laptop lenovo thinkpad e14 gen 2 (20y700bfva) (r7 5700u/8gb ram/512gb ssd/14 fhd/non os/đen),1.69 kg (3.73 lbs),integrated amd radeon graphics,21849000,https://hacom.vn/laptop-lenovo-thinkpad-e14-gen-2-20y700bfva-non-os-den,laptop,"security chip discrete tpm 2.0 fingerprint reader touch style physical locks kensington security slot, 3 x 7 mm camera privacy shutter",ethernet 100/1000m,,324 x 220.7 x 20.9 mm (12.76 x 8.69 x 0.82 inches),8gb soldered ddr4-3200,512gb ssd m.2 2242 pcie 3.0x4 nvme,"14"" fhd (1920x1080) tn 250nits anti-glare",,up to 24gb (8gb soldered + 16gb so-dimm) ddr4-3200,"wlan + bluetooth: rtl8822ce 11ac, 2x2 + bt5.0","1x usb 2.0, 1x usb 3.2 gen 1 (always on), 1x usb-c 3.2 gen 1 (support data transfer, power delivery 3.0, and displayport 1.2), 1x hdmi 1.4b, 1x ethernet (rj-45), 1x headphone / microphone combo jack (3.5mm)",thinkpad e14 gen 3 (amd),1,đen,20y700bfva,amd soc platform,ac adapter,
62a5d83d5e7f53608f8c8a1e,win 11,i9 12900h 32gb ram,msi,https://hanoicomputercdn.com/media/product/63750_laptop_msi_creator_z17_5.png,laptop msi creator z17 (a12ugst-051vn) (i9 12900h 32gb ram/2tb ssd/rtx3070ti max q 8g/17.0 inch qhd+ 165hz touch/bút cảm ứng/win 11/xám) (2022),2.45kg,17.0 inch qhd+ 165hz touch,,https://hacom.vn/laptop-msi-creator-z17-a12ugst-051vn-xam-2022,laptop,,,sd uhs-iii,,rtx3070ti max q 8g,2tb nvme pcie gen4x4 ssd,bút cảm ứng,no,64gb,killer wi-fi 6e ax1675+bt5.2,"2x usb 3.2 gen2, 1x thunderbolt™ 4; 1x usb-c gen2, hdmi (supports 8k @ 60hz)",creator z17 a12ugst,2,xám,051vn,intel®,ac 230w adapter,2tb ssd
62a5d83d5e7f53608f8c8a1f,win 11 + office home & student 2021,intel core i7 11390h (upto 5.0ghz/12mb cache),dell,https://hanoicomputercdn.com/media/product/64309_laptop_dell_inspiron_5310_6.jpeg,laptop dell inspiron 5310 (70273577) (i7 11390h 16gbram/512gb ssd/13.3 inch qhd+/win11/officehs21/bạc),1.28kg,intel iris xe,28149000,https://hacom.vn/laptop-dell-inspiron-5310-70273577-win11-officehs21-bac,laptop,,,,,"16 gb lpddr4x, 3733 mhz, dual-channel (2 x 8 gb) integrated",512gb pcie gen3 x4 nvme ssd (up to 1tb ssd; ko có khe hdd),"13.3-inch qhd+ (2560 x 1600) anti-glare 300nits, 100% srgb",no,,"wi-fi 6 802.11ac ,bluetooth 5.","01 usb 3.2 gen 1 ports, 01 thunderbolt 4 (type-c) port with power delivery and displayport,, 01 * hdmh 1.4b",inspiron 5310 – bảo hành tận nơi,no,,,intel,ac adapter,
62a5d83d5e7f53608f8c8a20,touch,i7 11800h,dell,https://hanoicomputercdn.com/media/product/63889_laptop_dell_xps_17_9710_10.jpg,laptop dell xps 17 9710 (xps7i7001w1) (i7 11800h/16gb/1tbssd/rtx3050 4g/17.0 inch uhd+/touch/win11/officehs11/bạc),2.4kg,rtx3050 4g,77349000,https://hacom.vn/laptop-dell-xps-17-9710-xps7i7001w1-win11-officehs11-den,laptop,,,sd,374.45 x 248.05x19.5 mm,1tbssd,1tb m.2 pcie nvme gen3 x4,17.0 inch uhd+,no,,"killer™ 1650s, 2x2, mimo, 2.40 ghz/5 ghz, wi-fi 6 (wifi 802.11ax), bluetooth 5.1",4 thunderbolt™ 4 (usb type-c™) w/ displayport & power delivery; 1 3.5mm headphone/microphone combo jack,xps 17 9710,2,win11,xps7i7001w1,intel®,ac adapter,16gb
62a5d83d5e7f53608f8c8a21,win 11 + office home student 2021,"intel core i5 11320h (up to 4.5ghz, 8mb cache)",dell,https://hanoicomputercdn.com/media/product/63482_laptop_dell_vostro_5310_6.jpg,laptop dell vostro 5310 (yv5wy5) (i5 11300h 8gb ram/512gb ssd/13.3 inch fhd 100%srgb/win11/office hs21/xám) (2021),1.25kg,intel iris xe graphics,22899000,https://hacom.vn/laptop-dell-vostro-5310-yv5wy5-win11-office-hs21-xam-2021,laptop,backlit keyboard; finger print; tpm 2.0,,microsd,,8gb lpddr4x 4267mhz onboard,512gb pcie nvme ssd (m.2 2230) (combo m2 2230/2280 - ko có khe hdd),"13.3 inch fhd+, 1920 x 1200, 60hz, anti-glare, non-touch, 100% srgb, 300 nits, wide-viewing angle",no,,intel® wi-fi 6 2x2 (gig+) and bluetooth 5.1,"1 usb 3.2 gen 1 type-a port; 1 thunderbolt 4 (type-c®) port with power delivery and displayport alt mode, primary-power port; 1 3.5mm headphone/microphone combination jack; 1 hdmi 1.4b",vostro 5310 – bảo hành tận nơi,no,,,intel,ac adapter,
62a5d83e5e7f53608f8c8a22,win11,i5 1135g7,dell,https://hanoicomputercdn.com/media/product/63349_laptop_dell_inspiron_5410_2_in_1_27.jpg,laptop dell inspiron 5410 2 in 1 (70270653) (i5 1135g7/8gbram/512gb ssd/ 14.0 inch fhd touch/bút cảm ứng/win11/officehs21/bạc) (2021),1.5kg,14.0 inch fhd touch,24299000,https://hacom.vn/laptop-dell-inspiron-5410-2-in-1-70270653-bac-2021,laptop,"led keyboard, finger print",gigabit,micro sd,,512gb ssd,512gb m.2 pcie nvme ssd,bút cảm ứng,no,,"intel® wi-fi 6 2x2 ,bluetooth 5.1","2 usb 3.1 gen1 type-a, 1 usb 4.0 type-c™ (full feature), 1 audio jack, 1 hdmi 1.4b, 1 power jack",inspiron 5410 – bh tận nơi,2,officehs21,70270653,intel,ac adapter + bút cảm ứng,8gbram
62a5d83e5e7f53608f8c8a23,bút cảmứng,i5 1155g7,dell,https://hanoicomputercdn.com/media/product/62614_laptop_dell_inspiron_5410_2_in_1_27.jpg,laptop dell inspiron 5410 2 in 1 (n4i5547w1) (i5 1155g7/8gbram/512gb ssd/mx350 2g/14.0 inch fhd touch/bút cảmứng/win11+officehs21/bạc) (2021),1.5kg,mx350 2g,26099000,https://hacom.vn/laptop-dell-inspiron-5410-2-in-1-n4i5547w1-i5-1155g7-8gb-ram-512gb-ssd-mx350-2g-14.0-inch-fhd-touch-but-cam-ung-win11-officehs21-bac-2021,laptop,"led keyboard, finger print (on power button)",gigabit,micro sd,,512gb ssd,512gb m.2 pcie nvme ssd,14.0 inch fhd touch,no,,"intel® wi-fi 6 2x2 ,bluetooth 5.1","2 usb 3.1 gen1 type-a, 1 usb 4.0 type-c™ (full feature), 1 audio jack, 1 hdmi 1.4b, 1 power jack",inspiron 5410 – bh tận nơi,2,win11+officehs21,n4i5547w1,intel,ac adapter + bút cảm ứng,8gbram
62a5d83e5e7f53608f8c8a24,win 11 + office home & student 2021,amd ryzen 7 5700u (1.8ghz upto 4.3ghz/8mb cache),dell,https://hanoicomputercdn.com/media/product/62613_laptop_dell_inspiron_5515_13.jpg,laptop dell inspiron 5515 (n5r75700u104w1) (r7 5700u 8gbram/512gb ssd/15.6 inch fhd/win11/officehs21/bạc),1.63kg,amd radeon™ graphics,23149000,https://hacom.vn/laptop-dell-inspiron-5515-n5r75700u104w1-r7-5700u-8gb-ram-512gb-ssd-15.6-inch-fhd-win11-officehs21-bac,laptop,finger print,10/100/100,sd,,8gb ddr4 3200mhz (1 * 8gb),512gb pcie nvme ssd,15.6-inch fhd (1920 x 1080) anti-glare wva display,no,,"802.11ac, bluetooth 5.0","2 usb 3.2 gen 1 ports, 1 usb 3.2 gen 1 (type-c) port with displayport 1.4 and power delivery, 1 hdmi 1.4 port",inspiron 5515 – bảo hành tận nơi,2,bạc,,,ac adapter,
62a5d83e5e7f53608f8c8a25,office hs21,i5 11320h,dell,https://hanoicomputercdn.com/media/product/62451_laptop_dell_inspiron_5410_16.jpg,laptop dell inspiron 5410 (p143g001bsl) (i5 11320h/8gb ram/512gb ssd/14.0 inch fhd /win11/office hs21/bạc) (2021),1.44kg,14.0 inch fhd,22799000,https://hacom.vn/laptop-dell-inspiron-5410-p143g001bsl-i5-11320h-8gb-ram-512gb-ssd-14.0-inch-fhd-win11-office-hs21-bac-2021,laptop,"finger print, led backlight",,sd,,512gb ssd,512gb pcie nvme ssd,win11,no,,intel® wi-fi 6 2x2 (gig+) and bluetooth,"2 usb 3.2 gen 1 type-a , rj45 , headset jack, 1 wedge shaped lock, 1 hdmi 1.4, 1 usb 3.2 gen 2x2 type-c™ (display port/powerdelivery)",inspiron 5410 – bảo hành tận nơi,2,bạc,,intel,ac adapter,8gb ram
62a5d83f5e7f53608f8c8a26,win11,i7 11800h,dell,https://hanoicomputercdn.com/media/product/61965_laptop_dell_gaming_g5_5511_6.jpg,laptop dell gaming g15 5511 (p105f006bgr) (i7 11800h/16gb ram/ 512gb ssd/rtx3050ti 4g/15.6 inch fhd 120hz/ win11/officehs21/xám) (2021),2.81kg,rtx3050ti 4g,33649000,https://hacom.vn/laptop-dell-gaming-g15-5511-p105f006bgr-xam-2021-v2,laptop,"4-zone rgb backlit full-size, finger print",gigabit,sd card,,512gb ssd,512gb ssd m.2 pcie nvme,15.6 inch fhd 120hz,no,,ax201 wi-fi 6 802.11ax ; bluetooth 5.,universal audio jack; 1x usb 3.2 gen 1; 1xusb 3.2 gen 1 with powershare ; 1xhdmi 2.0; 1x rj45; 1xwedge-shaped lock slot; 1x usb type c™ 3.2 gen 2 with power delivery & displayport (and thunderbolt™ 3); 1xusb 3.2 gen 1,gaming g5 15 5515 (2021),2,officehs21,p105f006bgr,,ac adapter,16gb ram
